Season,Fish,Latitude,Longitude
4_2023_Overwintering,34-21,65.4024,-147.0474
4_2023_Overwintering,34-23,65.3318,-146.8328
4_2023_Overwintering,34-24,65.3922,-147.1398
4_2023_Overwintering,34-26,65.352,-146.9995
4_2023_Overwintering,34-28,65.3847,-147.1036
4_2023_Overwintering,34-30,65.3797,-147.4215
4_2023_Overwintering,34-33,65.392,-147.32
4_2023_Overwintering,34-34,65.3814,-147.6896
4_2023_Overwintering,34-35,65.3819,-147.1154
4_2023_Overwintering,34-40,65.3971,-147.202
4_2023_Overwintering,34-44,65.4017,-147.04
4_2023_Overwintering,34-45,65.3929,-147.2137
4_2023_Overwintering,34-46,65.3874,-147.2649
4_2023_Overwintering,34-50,65.3754,-147.4672
4_2023_Overwintering,34-51,65.3826,-147.1191
4_2023_Overwintering,34-52,65.3977,-147.2174
4_2023_Overwintering,34-53,65.3837,-147.1002
4_2023_Overwintering,34-54,65.3965,-147.2091
4_2023_Overwintering,34-56,65.3991,-147.1971
4_2023_Overwintering,34-57,65.3859,-147.4009
4_2023_Overwintering,34-58,65.3909,-147.1666
4_2023_Overwintering,34-61,65.3776,-147.3432
4_2023_Overwintering,34-63,65.392,-147.2833
4_2023_Overwintering,34-64,65.3856,-147.4024
4_2023_Overwintering,34-65,65.3888,-147.2877
4_2023_Overwintering,34-66,65.378,-147.4488
4_2023_Overwintering,34-67,65.376,-147.4591
4_2023_Overwintering,34-70,65.3781,-147.4522
4_2023_Overwintering,34-71,65.3823,-147.4129
4_2023_Overwintering,34-72,65.4681,-147.6825
4_2023_Overwintering,34-73,65.7313,-147.3138
4_2023_Overwintering,34-76,65.3805,-147.7334
4_2023_Overwintering,34-79,65.3771,-147.6911
4_2023_Overwintering,34-81,65.5446,-147.6674
4_2023_Overwintering,34-86,65.5488,-147.6861
4_2023_Overwintering,34-87,65.5215,-147.6665
4_2023_Overwintering,34-88,65.462,-147.7
4_2023_Overwintering,34-89,65.4585,-147.7078
4_2023_Overwintering,34-93,65.3895,-147.2896
4_2023_Overwintering,34-94,65.4825,-147.6464
4_2023_Overwintering,34-99,65.5404,-147.6734
4_2023_Overwintering,34-37,65.7102,-147.4518
5_2023_Spring_Spawning,34-100,65.5454,-147.6697
5_2023_Spring_Spawning,34-101,65.9743,-146.3696
5_2023_Spring_Spawning,34-103,65.5649,-147.685
5_2023_Spring_Spawning,34-105,65.5955,-147.6584
5_2023_Spring_Spawning,34-106,65.5849,-147.6706
5_2023_Spring_Spawning,34-107,65.7053,-147.4605
5_2023_Spring_Spawning,34-108,65.6573,-147.555
5_2023_Spring_Spawning,34-11,65.4511,-147.7488
5_2023_Spring_Spawning,34-110,65.6592,-147.5507
5_2023_Spring_Spawning,34-111,65.6205,-147.626
5_2023_Spring_Spawning,34-113,65.6471,-147.5888
5_2023_Spring_Spawning,34-114,65.8585,-146.4827
5_2023_Spring_Spawning,34-115,65.6839,-147.5
5_2023_Spring_Spawning,34-116,65.681,-147.5027
5_2023_Spring_Spawning,34-117,65.6714,-147.5372
5_2023_Spring_Spawning,34-118,65.6511,-147.5836
5_2023_Spring_Spawning,34-119,65.6924,-147.4851
5_2023_Spring_Spawning,34-120,65.6934,-147.4801
5_2023_Spring_Spawning,34-124,65.7252,-146.9661
5_2023_Spring_Spawning,34-125,65.7347,-146.8653
5_2023_Spring_Spawning,34-126,66.2368,-146.0702
5_2023_Spring_Spawning,34-129,65.7346,-146.9355
5_2023_Spring_Spawning,34-133,65.772,-146.7578
5_2023_Spring_Spawning,34-134,65.7294,-146.9883
5_2023_Spring_Spawning,34-135,66.0263,-146.1909
5_2023_Spring_Spawning,34-14,65.3947,-147.3015
5_2023_Spring_Spawning,34-141,65.3507,-147.691
5_2023_Spring_Spawning,34-144,65.4509,-147.7536
5_2023_Spring_Spawning,34-146,65.389,-147.1354
5_2023_Spring_Spawning,34-149,65.3998,-147.0581
5_2023_Spring_Spawning,34-150,65.3906,-147.1599
5_2023_Spring_Spawning,34-151,65.5055,-147.6503
5_2023_Spring_Spawning,34-152,65.3801,-147.4421
5_2023_Spring_Spawning,34-155,65.3828,-147.3466
5_2023_Spring_Spawning,34-156,65.3885,-147.2844
5_2023_Spring_Spawning,34-159,65.3771,-147.4557
5_2023_Spring_Spawning,34-18,65.3782,-147.4623
5_2023_Spring_Spawning,34-19,65.6903,-147.4901
5_2023_Spring_Spawning,34-21,65.4006,-147.044
5_2023_Spring_Spawning,34-23,65.3343,-146.8417
5_2023_Spring_Spawning,34-24,65.39,-147.1383
5_2023_Spring_Spawning,34-26,65.3498,-147.004
5_2023_Spring_Spawning,34-29,65.7332,-146.9278
5_2023_Spring_Spawning,34-33,65.3392,-146.9362
5_2023_Spring_Spawning,34-35,65.3829,-147.1128
5_2023_Spring_Spawning,34-36,65.3667,-147.0583
5_2023_Spring_Spawning,34-37,65.7057,-147.4618
5_2023_Spring_Spawning,34-38,65.3824,-147.5877
5_2023_Spring_Spawning,34-40,65.3673,-147.0653
5_2023_Spring_Spawning,34-41,65.3369,-146.9021
5_2023_Spring_Spawning,34-42,65.3944,-147.3036
5_2023_Spring_Spawning,34-44,65.4018,-147.0431
5_2023_Spring_Spawning,34-45,65.3919,-147.2231
5_2023_Spring_Spawning,34-46,65.3504,-147.6939
5_2023_Spring_Spawning,34-47,65.3539,-147.6827
5_2023_Spring_Spawning,34-49,65.3676,-147.7177
5_2023_Spring_Spawning,34-50,65.3773,-147.4759
5_2023_Spring_Spawning,34-51,65.3828,-147.1109
5_2023_Spring_Spawning,34-52,65.3827,-147.108
5_2023_Spring_Spawning,34-53,65.3843,-147.1016
5_2023_Spring_Spawning,34-54,65.3516,-147.6864
5_2023_Spring_Spawning,34-55,65.4023,-147.0412
5_2023_Spring_Spawning,34-56,65.3824,-147.109
5_2023_Spring_Spawning,34-57,65.39,-147.2371
5_2023_Spring_Spawning,34-61,65.3842,-147.3319
5_2023_Spring_Spawning,34-64,65.3825,-147.4047
5_2023_Spring_Spawning,34-65,65.3935,-147.2961
5_2023_Spring_Spawning,34-66,65.3792,-147.4456
5_2023_Spring_Spawning,34-67,65.3774,-147.4551
5_2023_Spring_Spawning,34-70,65.3789,-147.446
5_2023_Spring_Spawning,34-71,65.3504,-147.6946
5_2023_Spring_Spawning,34-72,65.3459,-147.7138
5_2023_Spring_Spawning,34-75,65.3046,-147.8077
5_2023_Spring_Spawning,34-76,65.3797,-147.7276
5_2023_Spring_Spawning,34-81,65.5637,-147.6854
5_2023_Spring_Spawning,34-84,65.3972,-147.8065
5_2023_Spring_Spawning,34-85,65.8913,-146.4072
5_2023_Spring_Spawning,34-86,65.5492,-147.6849
5_2023_Spring_Spawning,34-88,65.4622,-147.7076
5_2023_Spring_Spawning,34-89,65.4582,-147.7122
5_2023_Spring_Spawning,34-94,65.5527,-147.6875
5_2023_Spring_Spawning,34-95,65.4704,-147.6736
5_2023_Spring_Spawning,34-98,65.5927,-147.6601
5_2023_Spring_Spawning,34-99,65.5402,-147.671
6_2023_Oversummering,34-11,65.4467,-147.7576
6_2023_Oversummering,34-14,65.3799,-147.1125
6_2023_Oversummering,34-18,65.3763,-147.4646
6_2023_Oversummering,34-21,65.391,-147.1558
6_2023_Oversummering,34-24,65.3911,-147.137
6_2023_Oversummering,34-26,65.3504,-147.007
6_2023_Oversummering,34-29,65.389,-147.1499
6_2023_Oversummering,34-35,65.3836,-147.1201
6_2023_Oversummering,34-37,65.3881,-147.281
6_2023_Oversummering,34-38,65.333,-146.8817
6_2023_Oversummering,34-40,65.3348,-146.9101
6_2023_Oversummering,34-41,65.3344,-146.9043
6_2023_Oversummering,34-42,65.3351,-146.9167
6_2023_Oversummering,34-44,65.4034,-147.0389
6_2023_Oversummering,34-45,65.3934,-147.2173
6_2023_Oversummering,34-46,65.3549,-147.0192
6_2023_Oversummering,34-49,65.4816,-146.5692
6_2023_Oversummering,34-50,65.3762,-147.4734
6_2023_Oversummering,34-51,65.3793,-147.1103
6_2023_Oversummering,34-52,65.3823,-147.1119
6_2023_Oversummering,34-54,65.5358,-146.7267
6_2023_Oversummering,34-56,65.3975,-147.0621
6_2023_Oversummering,34-58,65.3948,-147.2117
6_2023_Oversummering,34-61,65.3845,-147.3304
6_2023_Oversummering,34-64,65.383,-147.404
6_2023_Oversummering,34-65,65.3895,-147.2864
6_2023_Oversummering,34-66,65.3809,-147.4404
6_2023_Oversummering,34-67,65.3753,-147.4527
6_2023_Oversummering,34-70,65.3763,-147.4473
6_2023_Oversummering,34-72,65.3774,-147.6372
6_2023_Oversummering,34-75,65.3778,-147.7408
6_2023_Oversummering,34-76,65.3784,-147.7286
6_2023_Oversummering,34-81,65.4183,-147.8127
6_2023_Oversummering,34-84,65.4517,-147.7501
6_2023_Oversummering,34-85,65.4294,-147.7812
6_2023_Oversummering,34-86,65.5521,-147.6816
6_2023_Oversummering,34-88,65.4594,-147.7077
6_2023_Oversummering,34-89,65.4594,-147.7077
6_2023_Oversummering,34-91,65.4625,-147.6299
6_2023_Oversummering,34-94,65.5081,-147.4888
6_2023_Oversummering,34-95,65.4719,-147.6696
6_2023_Oversummering,34-99,65.5407,-147.671
6_2023_Oversummering,34-101,65.5503,-147.6772
6_2023_Oversummering,34-105,65.5838,-147.6711
6_2023_Oversummering,34-106,65.5858,-147.6659
6_2023_Oversummering,34-110,65.6076,-147.645
6_2023_Oversummering,34-111,65.6504,-147.5794
6_2023_Oversummering,34-117,65.6662,-147.5425
6_2023_Oversummering,34-118,65.6509,-147.5783
6_2023_Oversummering,34-120,65.6938,-147.4838
6_2023_Oversummering,34-124,65.7295,-146.9887
6_2023_Oversummering,34-125,65.7296,-147.342
6_2023_Oversummering,34-134,65.7388,-147.0773
6_2023_Oversummering,34-135,66.0147,-146.2076
6_2023_Oversummering,34-141,65.5361,-146.6303
6_2023_Oversummering,34-144,65.4495,-147.7519
6_2023_Oversummering,34-146,65.3891,-147.1416
6_2023_Oversummering,34-149,65.3975,-147.0629
6_2023_Oversummering,34-150,65.3873,-147.1565
6_2023_Oversummering,34-151,65.5345,-146.6054
6_2023_Oversummering,34-155,65.4254,-146.9784
6_2023_Oversummering,34-159,65.3758,-147.4616
